airport,latitude,longitude,municipality,country,country_code,city,state,postal_code,calling_code,timezone
Boondocks Heliport,35.738399505615234,-83.60659790039062,Pigeon Forge,United States,US-TN,,Tennessee,37862,1,America/New_York
Mcgraw's Backyard Airport,35.67060089111328,-84.11579895019531,Greenback,United States,US-TN,,Tennessee,37742,1,America/New_York
Tennessee Gas Heliport,36.61809921264648,-86.55919647216797,Portland,United States,US-TN,,Tennessee,37148,1,America/New_York
Hardin County General Hospital Heliport,35.218101501464844,-88.21920013427734,Savannah,United States,US-TN,Savannah,Tennessee,38372,1,America/New_York
Tgp Station 856 Heliport,35.15919876098633,-88.22239685058594,Savannah,United States,US-TN,,Tennessee,38372,1,America/New_York
Perry Memorial Hospital Heliport,35.59510040283203,-87.8561019897461,Linden,United States,US-TN,,Tennessee,37096,1,America/New_York
One Grand Field,36.11389923095703,-85.59500122070312,Cookeville,United States,US-TN,,Tennessee,38506,1,America/New_York
Diehl Ranch Airport,29.41250038146973,-95.12239837646484,Arcadia,United States,US-TX,,Texas,77517,1,America/New_York
Uno Mas Ranch Airport,28.205799102783203,-99.1344985961914,Cotulla,United States,US-TX,,Texas,,1,America/New_York
Chan-C Airport,30.479400634765625,-97.31919860839844,Coupland,United States,US-TX,Coupland,Texas,,1,America/New_York
Knapp Pecan Orchard Airpark,31.974199295043945,-96.67829895019531,Dawson,United States,US-TX,,Texas,,1,America/New_York
Mc Entire Airport,33.1445999146,-97.6016998291,Decatur,United States,US-TX,,Texas,76234,1,America/New_York
Mc Donald Ranch Airport,28.6511001587,-99.2886962891,Dilley,United States,US-TX,,Texas,,1,America/New_York
Air Logistics-Freeport Heliport,29.075199127197266,-95.3604965209961,Freeport,United States,US-TX,Oyster Creek,Texas,77541,1,America/New_York
R D Williams Airport,31.7766,-94.485497,Garrison,United States,US-TX,Garrison,Texas,75946,1,America/New_York
Bear Creek Ranch Airport,29.8085994720459,-98.27249908447266,New Braunfels,United States,US-TX,,Texas,,1,America/New_York
Big Duke's Place Airport,28.53030014038086,-96.52749633789062,Indianola,United States,US-TX,,Texas,,1,America/New_York
Hidden Valley Airpark,33.17350006103516,-97.05139923095705,Lake Dallas,United States,US-TX,,Texas,76206,1,America/New_York
Harley White Field,31.86129951477051,-98.2594985961914,Lamkin,United States,US-TX,,Texas,,1,America/New_York
Grove Hill Airport,33.422298431396484,-96.21690368652344,Leonard,United States,US-TX,,Texas,75413,1,America/New_York
Centerpoint Energy South Houston Heliport,29.642247,-95.211649,South Houston,United States,US-TX,Houston,Texas,77034,1,America/New_York
Black Mark Strip,33.03350067138672,-97.06700134277344,Lewisville,United States,US-TX,,Texas,75028,1,America/New_York
PSF Heliport,32.868999,-96.271599,Terrell,United States,US-TX,,Texas,,1,America/New_York
Hilliard Landing Area Airport,33.016799926757805,-97.07250213623048,Lewisville,United States,US-TX,,Texas,75022,1,America/New_York
Ut Health East Texas Tyler Regional Hospital Heliport,32.337831,-95.290368,Tyler,United States,US-TX,Tyler,Texas,75701,1,America/New_York
Boon/Lovelace Airport,33.032100677490234,-94.37940216064452,Linden,United States,US-TX,,Texas,75560,1,America/New_York
Utopia on the River Airport,29.583599090576172,-99.52619934082031,Utopia,United States,US-TX,,Texas,78884,1,America/New_York
Denton Airport,47.32080078125,-109.94200134277344,Denton,United States,US-MT,,Montana,,1,America/New_York
Fairview Airport,47.86109924316406,-104.072998046875,Fairview,United States,US-MT,,Montana,59221,1,America/New_York
Geraldine Airport,47.59659957885742,-110.26599884033205,Geraldine,United States,US-MT,,Montana,58446,1,America/New_York
Calhan Airport,39.04779815673828,-104.29199981689452,Calhan,United States,US-CO,,Colorado,,1,America/New_York
Gebauer Airport,40.244401,-103.094002,Akron,United States,US-CO,,Colorado,,1,America/New_York
Kadoka Municipal Airport,43.83330154418945,-101.49700164794922,Kadoka,United States,US-SD,Kadoka,South Dakota,,1,America/New_York
South Boston Medical Heliport,36.71849822998047,-78.90859985351562,South Boston,United States,US-VA,,Virginia,23592,1,America/New_York
Alleghany Regional Hospital Heliport,37.79180145263672,-79.88259887695312,Low Moor,United States,US-VA,,Virginia,24457,1,America/New_York
Sullins Heliport,36.61199951171875,-82.1886978149414,Bristol,United States,US-VA,,Virginia,37625,1,America/New_York
Stevens Helicopters Heliport,37.75680160522461,-78.8958969116211,Lovingston,United States,US-VA,,Virginia,22949,1,America/New_York
Reston Hospital Center Heliport,38.96260070800781,-77.36250305175781,Herndon,United States,US-VA,,Virginia,20190,1,America/New_York
Chimney View Airport,38.40349960327149,-77.31580352783203,Fredericksburg,United States,US-VA,,Virginia,22554,1,America/New_York
Rockingham Heliport,38.48429870605469,-78.8677978515625,Harrisonburg,United States,US-VA,Harrisonburg,Virginia,22834,1,America/New_York
Coeburn Heliport,36.95980072021485,-82.47019958496094,Coeburn,United States,US-VA,,Virginia,24230,1,America/New_York
Dda Heliport,36.71120071411133,-82.80069732666016,Duffield,United States,US-VA,,Virginia,24244,1,America/New_York
Kilmarnock/Tolbert Field,37.69289600000001,-76.317939,Kilmarnock,United States,US-VA,,Virginia,,1,America/New_York
Foster Field,37.454436,-76.372191,Mathews,United States,US-VA,,Virginia,23025,1,America/New_York
Sourdough Airport,48.59560012817383,-119.10099792480469,Tonasket,United States,US-WA,,Washington,,1,America/New_York
Dorman Field,46.52149963378906,-119.1790008544922,Mesa,United States,US-WA,,Washington,,1,America/New_York
B & M Ranch Airport,47.86650085449219,-121.9010009765625,Monroe,United States,US-WA,,Washington,98272,1,America/New_York
St Mary Medical Center Heliport,46.06219863891602,-118.34300231933594,Walla Walla,United States,US-WA,Walla Walla,Washington,99362,1,America/New_York
Boundary Substation Heliport,48.981300354003906,-117.35700225830078,Metaline Falls,United States,US-WA,,Washington,,1,America/New_York
Ross Private Strip,47.76319885253906,-120.1520004272461,Orondo,United States,US-WA,,Washington,,1,America/New_York
Foster Heliport,46.54980087280274,-122.85099792480469,Napavine,United States,US-WA,,Washington,,1,America/New_York
Wild Hair Airport,45.716499,-120.985001,Centerville,United States,US-WA,,Washington,,1,America/New_York
Hogan's Corner Airport,47.0429000854,-124.14600372299999,Ocean Shores,United States,US-WA,,Washington,98569,1,America/New_York
Brush Prairie Aerodrome,45.723899841308594,-122.54399871826172,Brush Prairie,United States,US-WA,,Washington,98606,1,America/New_York
Grandpa's Farm Airport,44.7027,-91.133797,Augusta,United States,US-WI,Augusta,Wisconsin,54742,1,America/New_York
Springbrook Airport,45.90190124511719,-91.6771011352539,Springbrook,United States,US-WI,,Wisconsin,54875,1,America/New_York
Plainfield International Airport,44.22249984741211,-89.49539947509766,Plainfield,United States,US-WI,,Wisconsin,54966,1,America/New_York
Der Schwarzwald Airport,43.207801818847656,-89.01709747314453,Waterloo,United States,US-WI,,Wisconsin,53594,1,America/New_York
Larson Airport,45.08140182495117,-87.6792984008789,Marinette,United States,US-WI,Marinette,Wisconsin,54143,1,America/New_York
Haymeadow Airport,45.2750015258789,-89.4917984008789,Merrill,United States,US-WI,,Wisconsin,54435,1,America/New_York
Independence Airport,44.36690139770508,-91.3957977294922,Independence,United States,US-WI,Whitehall,Wisconsin,54773,1,America/New_York
Thedacare Medical Center Waupaca Heliport,44.345463,-89.076157,Waupaca,United States,US-WI,Waupaca,Wisconsin,54981,1,America/New_York
Ermis-Ridgeview Airport,45.07609939575195,-88.00430297851562,Coleman,United States,US-WI,,Wisconsin,54112,1,America/New_York
Patz Airport,45.1297,-88.16480200000002,Pound,United States,US-WI,,Wisconsin,54161,1,America/New_York
Eberle Ranch Airport,43.2682991027832,-89.4843978881836,Dane,United States,US-WI,,Wisconsin,,1,America/New_York
Knight Sky Airport,45.0323982239,-89.40180206299999,Wausau,United States,US-WI,,Wisconsin,54408,1,America/New_York
Ottman Landing Airport,44.594398498535156,-92.2584991455078,Maiden Rock,United States,US-WI,,Wisconsin,54750,1,America/New_York
St Joseph's Hospital Heliport,30.27989959716797,-81.55120086669922,Parkersburg,United States,US-WV,Jacksonville,Florida,32246,1,America/New_York
LZ Juliet Bravo Airport,31.630786,-97.707572,Valley Mills,United States,US-TX,,Texas,,1,America/New_York
Tnt Ultralightport,33.496700286865234,-96.26470184326172,Randolph,United States,US-TX,,Texas,75475,1,America/New_York
St Mary Hospital of Port Arthur Heliport,29.90850067138672,-93.9209976196289,Port Arthur,United States,US-TX,,Texas,77642,1,America/New_York
Kimball Farm Service Inc Airport,35.033401489257805,-102.1999969482422,Hereford,United States,US-TX,,Texas,79025,1,America/New_York
Wilber Farms Airport,29.76969909667969,-94.26129913330078,Winnie,United States,US-TX,,Texas,77622,1,America/New_York
Gary's Airport,29.586299896240234,-98.11969757080078,Marion,United States,US-TX,,Texas,78124,1,America/New_York
Wits End Ranch Airport,32.542777777800005,-95.70861111110001,Van,United States,US-TX,,Texas,,1,America/New_York
Old Reb Airport,26.17539978027344,-97.87529754638672,Mercedes,United States,US-TX,,Texas,78570,1,America/New_York
Outback Airport,34.229698181152344,-101.46399688720705,Lockney,United States,US-TX,,Texas,,1,America/New_York
L Davis Ranch Airport,29.51689910888672,-100.31700134277344,Brackettville,United States,US-TX,,Texas,,1,America/New_York
Byrt Airport,31.92180061340332,-96.26499938964844,Streetman,United States,US-TX,,Texas,,1,America/New_York
Harrisville Airport,44.670799255371094,-83.3041000366211,Harrisville,United States,US-MI,,Michigan,48740,1,America/New_York
Houghton Lake State Airport,44.329200744628906,-84.79170227050781,Houghton Lake Heights,United States,US-MI,,Michigan,48630,1,America/New_York
Gutzmer's Twin Oaks Airport,42.853599548339844,-88.75980377197266,Whitewater,United States,US-WI,,Wisconsin,53549,1,America/New_York
Lost Creek Airport,44.65999984741211,-84.23750305175781,Luzerne,United States,US-MI,,Michigan,48636,1,America/New_York
David's Landing Airport,42.79729843139648,-82.53739929199219,St Clair,United States,US-MI,,Michigan,48054,1,America/New_York
Hanley Field,46.35409927368164,-86.62100219726562,Munising,United States,US-MI,,Michigan,49862,1,America/New_York
Juneau Harbor Seaplane Base,58.29890060424805,-134.40800476074222,Juneau,United States,US-AK,Juneau,Alaska,99802,1,America/New_York
Ans Hospital Heliport,59.00180053710938,-158.53199768066406,Kanakanak,United States,US-AK,,Alaska,95576,1,America/New_York
Kantishna Airport,63.54169845581055,-150.99400329589844,Kantishna,United States,US-AK,,Alaska,,1,America/New_York
Kasitsna Airport,59.46879959106445,-151.572998046875,Kasitsna Bay,United States,US-AK,,Alaska,,1,America/New_York
Lake Brooks Seaplane Base,58.554798126221,-155.77699279785,Katmai National Park,United States,US-AK,,Alaska,,1,America/New_York
Brundidge Municipal Airport,31.7328056,-85.8041944,Brundidge,United States,US-AL,,Alabama,36010,1,America/New_York
Carol'S Heliport,61.607411,-149.2795,Wasilla,United States,US-AK,,Alaska,,1,America/New_York
Wood's Airstrip,33.83810043334961,-113.4540023803711,Wenden,United States,US-AZ,,Arizona,,1,America/New_York
Moose River Seaplane Base,45.6333999633789,-70.26619720458984,Jackman,United States,US-ME,,Maine,04945,1,America/New_York
Q Area Heliport,38.044898986816406,-122.00700378417969,Concord,United States,US-CA,,California,,1,America/New_York
CHP Academy Airport,38.598801,-121.560997,Bryte,United States,US-CA,,California,95605,1,America/New_York
San Gorgonio Memorial Hospital Heliport,33.930833,-116.942278,Banning,United States,US-CA,,California,92220,1,America/New_York
Stevens Airport,39.96670150756836,-104.6510009765625,Hudson,United States,US-CO,,Colorado,,1,America/New_York
Winter Haven Hospital Heliport,28.028099060058594,-81.72470092773438,Winter Haven,United States,US-FL,,Florida,33881,1,America/New_York
Jupiter Medical Center Heliport,26.925600051879893,-80.09609985351562,Jupiter,United States,US-FL,,Florida,33458,1,America/New_York
Skyway Estates Airport,42.58359909057617,-84.65139770507812,Eaton Rapids,United States,US-MI,,Michigan,48827,1,America/New_York
Egleston Hospital Heliport,33.79439926147461,-84.32029724121094,Atlanta,United States,US-GA,,Georgia,30322,1,America/New_York
Union Hospital Heliport,39.48609924316406,-87.4103012084961,Terre Haute,United States,US-IN,Terre Haute,Indiana,47804,1,America/New_York
Fisher Farm Airport,40.945899963378906,-85.37000274658203,Roanoke,United States,US-IN,,Indiana,46783,1,America/New_York
Nelson Private Airport,38.40060043334961,-87.98860168457031,Browns,United States,US-IL,,Illinois,62815,1,America/New_York
Alley Field,37.51390075683594,-97.00029754638672,Douglass,United States,US-KS,,Kansas,67039,1,America/New_York
Rmc Heliport,37.34280014038086,-87.48750305175781,Madisonville,United States,US-KY,,Kentucky,42431,1,America/New_York
Engine Co Nr 108 Heliport,34.12670135498047,-118.40699768066406,Los Angeles,United States,US-CA,Los Angeles,California,90210-1333,1,America/New_York
Union Oil Co of California Heliport,29.7917003632,-92.1494979858,Intracoastal City,United States,US-LA,,Louisiana,,1,America/New_York
Memorial Hospital Heliport,38.55089950561523,-90.02179718017578,Belleville,United States,US-IL,,Illinois,62226,1,America/New_York
Spencer Airport,42.29050064086914,-71.9646987915039,Spencer,United States,US-MA,,Massachusetts,01652,1,America/New_York
Grandview Farm Heliport,42.73429870605469,-70.86740112304688,Rowley,United States,US-MA,,Massachusetts,01969-1211,1,America/New_York
Maybee Airport,42.04140090942383,-83.56690216064453,Maybee,United States,US-MI,,Michigan,48160,1,America/New_York
Fuhr Flying Svc Airport,44.46799850463867,-95.28359985351562,Seaforth,United States,US-MN,,Minnesota,56283,1,America/New_York
Parkland Health Center Heliport,37.78060150146485,-90.4386978149414,Farmington,United States,US-MO,Farmington,Missouri,63640,1,America/New_York
Star Hill Golf Club Airport,34.7052001953125,-77.05110168457031,Cape Carteret,United States,US-NC,,North Carolina,28584,1,America/New_York
Chadron Community Hospital Heliport,42.82339859008789,-103.00499725341795,Chadron,United States,US-NE,,Nebraska,69337,1,America/New_York
O'Dwyer Airport,40.46680068969727,-74.83290100097656,Flemington,United States,US-NJ,,New Jersey,08551,1,America/New_York
Samaritan Medical Center Heliport,43.97219848632813,-75.9083023071289,Watertown,United States,US-NY,Watertown,New York,13601,1,America/New_York
Odot Dist 4 Office Heliport,41.166400909400004,-81.2583999634,Ravenna,United States,US-OH,Ravenna,Ohio,44266,1,America/New_York
Zorn Acres Airport,41.3567008972168,-82.6249008178711,Milan,United States,US-OH,,Ohio,44839,1,America/New_York
Carlin Lawrence Airport,35.122299,-98.519798,Carnegie,United States,US-OK,,Oklahoma,73038,1,America/New_York
Whitaker Airport,43.42649841308594,-123.27999877929688,Oakland,United States,US-OR,,Oregon,,1,America/New_York
Pottstown Hospital Heliport,40.24351400000001,-75.611233,Pottstown,United States,US-PA,,Pennsylvania,19464,1,America/New_York
Jefferson Hospital Heliport,40.3181870077,-79.93403458600001,Large,United States,US-PA,,Pennsylvania,15025,1,America/New_York
Air Ranch Estates Airport,32.3251,-96.947502,Waxahachie,United States,US-TX,,Texas,,1,America/New_York
Tierra Linda Ranch Airport,30.141323,-99.15042,Kerrville,United States,US-TX,,Texas,78028,1,America/New_York
Hunt Regional Community Heliport,33.229938,-95.895913,Commerce,United States,US-TX,Commerce,Texas,75429,1,America/New_York
P-K Ranch Airport,30.033599853515625,-96.26360321044922,Bellville,United States,US-TX,,Texas,77418,1,America/New_York
H D H Heliport,37.60490036010742,-77.54139709472656,Richmond,United States,US-VA,,Virginia,23229,1,America/New_York
J. J. H. Heliport,47.31399917602539,-122.25800323486328,Auburn,United States,US-WA,Auburn,Washington,98001,1,America/New_York
Howard Young Medical Center Heliport,45.8932991027832,-89.70179748535156,Woodruff,United States,US-WI,,Wisconsin,54568,1,America/New_York
Young Brothers Heliport,31.552401,-97.0914,Waco,United States,US-TX,Waco,Texas,76704,1,America/New_York
Era Chulitna River Heliport,62.56760025024414,-150.23599243164062,Trapper Creek/Talkeetna,United States,US-AK,,Alaska,,1,America/New_York
The Valley Airport,36.3083992,-92.53070068,Cotter,United States,US-AR,,Arkansas,72626,1,America/New_York
White Mountain Ultralightport,34.369701385498054,-109.6969985961914,Show Low,United States,US-AZ,,Arizona,88592,1,America/New_York
Bauer Airport,34.17470169067383,-116.06700134277344,Twentynine Palms,United States,US-CA,Twentynine Palms,California,,1,America/New_York
Johnson Brothers Airport,32.67340087890625,-115.55899810791016,Calexico,United States,US-CA,,California,92231,1,America/New_York
Monument Helibase Heliport,39.08580017089844,-104.90299987792969,Monument,United States,US-CO,,Colorado,80132-7931,1,America/New_York
Plainwell Municipal Airport,42.46780014038086,-85.64800262451172,Plainwell,United States,US-MI,,Michigan,49080,1,America/New_York
Palm Coast Heliport,29.479293,-81.190502,Palm Coast,United States,US-FL,Palm Coast,Florida,32164,1,America/New_York
Tampa General Hospital Heliport,27.938100814819336,-82.45929718017578,Tampa,United States,US-FL,Tampa,Florida,33606,1,America/New_York
Randolph's Landing Area Airport,43.113187,-84.520526,St Johns,United States,US-MI,,Michigan,48879,1,America/New_York
Pea Patch Aerodrome,33.30179977416992,-82.17230224609375,Blythe,United States,US-GA,Augusta,Georgia,30805,1,America/New_York
Kay Field,41.36249923706055,-85.47779846191406,Wolflake,United States,US-IN,,Indiana,46701,1,America/New_York
Wilkerson's Airport,38.713698,-85.6036,Scottsburg,United States,US-IN,,Indiana,47138,1,America/New_York
Jim & Peg Airport,41.054798,-88.387299,Dwight,United States,US-IL,,Illinois,60917,1,America/New_York
Portland Downtown Heliport,45.52529907226562,-122.6709976196289,Portland,United States,US-OR,Portland,Oregon,97240,1,America/New_York
Sedan City Airport,37.148399353027344,-96.185302734375,Sedan,United States,US-KS,,Kansas,67361,1,America/New_York
Masters Field,39.7588996887207,-95.0958023071289,Troy,United States,US-KS,,Kansas,66087,1,America/New_York
Schroder Airport,38.55009841918945,-84.76329803466797,Owenton,United States,US-KY,,Kentucky,40359,1,America/New_York
Engine Co Nr 109 Heliport,34.13079833984375,-118.49099731445312,Los Angeles/Van Nuys,United States,US-CA,Los Angeles,California,90049-1133,1,America/New_York
Sandefer's Heliport,30.565422,-90.940761,Denham Springs,United States,US-LA,,Louisiana,70706,1,America/New_York
Smith Restricted Landing Area,38.77310180664063,-89.59359741210938,Peirron,United States,US-IL,,Illinois,62273,1,America/New_York
Shirley Airport,42.527000427246094,-71.66449737548828,Shirley,United States,US-MA,,Massachusetts,01464,1,America/New_York
Bayview Heliport,42.68170166015625,-82.74909973144531,New Baltimore,United States,US-MI,,Michigan,48047,1,America/New_York
Traverse Air Airport,45.9536,-96.400902,Wheaton,United States,US-MN,,Minnesota,,1,America/New_York
Carl Ensor Airport,39.54859924316406,-92.09880065917969,Grainville,United States,US-MO,,Missouri,,1,America/New_York
Farris Strip,39.58819961547852,-94.78379821777344,Faucett,United States,US-MO,,Missouri,64448,1,America/New_York
Southern Comforts Aerodrome,34.871299743652344,-78.9655990600586,Parkton,United States,US-NC,,North Carolina,28371,1,America/New_York
Bakke Airport,47.9474983215332,-97.66200256347656,Larimore,United States,US-ND,,North Dakota,58251,1,America/New_York
Univ. of Ne Medical Center Heliport,41.25500106811523,-95.97859954833984,Omaha,United States,US-NE,Omaha,Nebraska,68131,1,America/New_York
Hooksett Safety Center Heliport,43.055999755859375,-71.44670104980469,Hooksett,United States,US-NH,,New Hampshire,03106,1,America/New_York
Thomas Browne Airpark,39.69150161743164,-75.14320373535156,Glassboro,United States,US-NJ,,New Jersey,08062-4446,1,America/New_York
Sunset Airport,44.329856,-73.361793,Willsboro,United States,US-NY,,New York,12996,1,America/New_York
Bassett Field,43.168701171875,-78.78230285644531,Lockport,United States,US-NY,,New York,14094,1,America/New_York
Jetway Airport,41.19810104370117,-81.20950317382812,Ravenna,United States,US-OH,Ravenna,Ohio,44255,1,America/New_York
Mc Cullough Hyde Hospital Heliport,39.512298584,-84.7413024902,Oxford,United States,US-OH,Oxford,Ohio,45056,1,America/New_York
The Highlands Airport,35.799999,-97.608704,Cashion,United States,US-OK,Guthrie,Oklahoma,73016,1,America/New_York
The Citadel Airport,44.33480072021485,-121.3550033569336,Sisters,United States,US-OR,,Oregon,,1,America/New_York
Hi Line Lodge Airport,41.69449996948242,-77.16500091552734,Wellsboro,United States,US-PA,,Pennsylvania,,1,America/New_York
A G A Farms Airport,40.42570114135742,-75.2323989868164,Perkasie,United States,US-PA,Bedminster Township,Pennsylvania,19844,1,America/New_York
Eagle Landing Airport,32.88399887084961,-94.60769653320312,Avinger,United States,US-TX,,Texas,,1,America/New_York
Kezer Air Ranch Airport,32.986801147460945,-97.61969757080078,Springtown,United States,US-TX,,Texas,76082,1,America/New_York
Parthenon Heliport,36.1529444,-86.82686109999999,Nashville,United States,US-TN,Nashville-Davidson,Tennessee,37209,1,America/New_York
La Porte Plant Heliport,29.72879981994629,-95.08910369873048,Deer Park,United States,US-TX,Deer Park,Texas,77571,1,America/New_York
Traylor Tick Farm Airport,29.972400665283203,-96.30719757080078,Bellville,United States,US-TX,,Texas,77418,1,America/New_York
High View Farm Airport,39.23540115356445,-78.01190185546875,Berryville,United States,US-VA,,Virginia,22611,1,America/New_York
Burden Field-(Rabbit Run) Airport,48.47200012207031,-123.01799774169922,Friday Harbor,United States,US-WA,,Washington,,1,America/New_York
Dinnerbell Airport,43.70830154418945,-88.28569793701172,Eden,United States,US-WI,,Wisconsin,53019,1,America/New_York
Shanks Agricultural Strip,29.32439994812012,-96.0207977294922,Wharton,United States,US-TX,,Texas,77488,1,America/New_York
Ralph E. Koch Airport,38.205409,-87.776256,Poseyville,United States,US-IN,,Indiana,47633,1,America/New_York
Wallis Lake Seaplane Base,61.5728988647461,-149.5749969482422,Wasilla,United States,US-AK,,Alaska,99623,1,America/New_York
Skywest Airpark,30.6835,-88.372002,Mobile,United States,US-AL,,Alabama,,1,America/New_York
Banks Ranch Airport,36.457222,-93.859866,Busch,United States,US-AR,,Arkansas,,1,America/New_York
Mesa Lutheran Hospital Heliport,33.4342,-111.842002,Mesa,United States,US-AZ,Mesa,Arizona,85201,1,America/New_York
Cindy Guntly Memorial Airport,42.82360076904297,-88.09449768066406,Franksville,United States,US-WI,,Wisconsin,53121,1,America/New_York
Bank of America Data Center Heliport,34.062198638916016,-118.2509994506836,Los Angeles,United States,US-CA,Los Angeles,California,90012-2410,1,America/New_York
Flying S Ranch Airport,35.40719985961914,-118.5,Caliente,United States,US-CA,,California,,1,America/New_York
Trw Manhattan Beach Heliport,33.89699935913086,-118.38300323486328,Manhattan Beach,United States,US-CA,Manhattan Beach,California,90261,1,America/New_York
The Farm Airport,40.09830093383789,-104.4250030517578,Keenesburg,United States,US-CO,,Colorado,80652,1,America/New_York
Doctors Lake Seaplane Base,30.12529945373535,-81.74420166015625,Orange Park,United States,US-FL,,Florida,32003,1,America/New_York
David Wine's Airstrip,27.8444004059,-81.4396972656,Lake Wales,United States,US-FL,,Florida,33898,1,America/New_York
Seven Lakes Airport,33.324600219726555,-83.91629791259766,Jackson,United States,US-GA,,Georgia,30023,1,America/New_York
Lerchs Airport,42.06669998168945,-91.3667984008789,Martelle,United States,US-IA,,Iowa,52336,1,America/New_York
Wabash County Hospital Emergency Heliport,40.80619812011719,-85.81580352783203,Wabash,United States,US-IN,,Indiana,46992,1,America/New_York
Ferris Field,42.18610000610352,-88.60430145263672,Marengo,United States,US-IL,Marengo,Illinois,60152,1,America/New_York
Fowler Field /Private/ Airport,40.4309005737,-85.978302002,Greentown,United States,US-IN,,Indiana,46936,1,America/New_York
Wilson Airport,40.087501525878906,-87.90750122070312,Fithian,United States,US-IL,,Illinois,61857,1,America/New_York
Seneca Municipal Airport,39.84719848632813,-96.11280059814452,Seneca,United States,US-KS,,Kansas,66404,1,America/New_York
Dexter Field,38.358632,-96.490988,Cottonwood Falls,United States,US-KS,,Kansas,,1,America/New_York
Pikeville Methodist Hospital Heliport,37.46969985961914,-82.52169799804688,Pikeville,United States,US-KY,,Kentucky,41501,1,America/New_York
Ken Guidry Nr 4 Airport,30.075199127197266,-92.21369934082031,Maurice,United States,US-LA,,Louisiana,70511,1,America/New_York
Rush Copley Emergency Center Heliport,41.65944,-88.46956,Yorkville,United States,US-IL,Yorkville,Illinois,60560,1,America/New_York
Casey County Hospital Heliport,37.31802800000001,-84.93211099999998,Liberty,United States,US-KY,Liberty,Kentucky,42539,1,America/New_York
Sandy Point Airport,38.488806,-76.643633,Prince Frederick,United States,US-MD,,Maryland,20678,1,America/New_York
Combs Airport,41.830601,-83.5653,Samaria,United States,US-MI,,Michigan,48182,1,America/New_York
Taylors Falls Airport,45.38140106201172,-92.68240356445312,Taylors Falls,United States,US-MN,,Minnesota,55074,1,America/New_York
Washburn Farm Airport,39.06060028076172,-94.20330047607422,Grain Valley,United States,US-MO,,Missouri,64029,1,America/New_York
Hickory Hill Airport,34.936798095703125,-76.9447021484375,Havelock,United States,US-NC,Havelock,North Carolina,,1,America/New_York
Morten Airport,47.77920150756836,-97.7594985961914,Larimore,United States,US-ND,,North Dakota,,1,America/New_York
Beebe Airport,40.447498,-100.792999,Hayes Center,United States,US-NE,,Nebraska,,1,America/New_York
Carleton Heliport,44.063611,-71.152778,Hales Location,United States,US-NH,,New Hampshire,03845,1,America/New_York
Scheller Airport,40.80833300000001,-74.80833299999998,Schooleys Mountain,United States,US-NJ,Washington Township,New Jersey,07853,1,America/New_York
Seven Rivers Airport,32.59870147705078,-104.4260025024414,Carlsbad,United States,US-NM,,New Mexico,88254,1,America/New_York
Adirondack Helicopters Heliport,44.43515,-75.472217,Gouverneur,United States,US-NY,,New York,13642,1,America/New_York
Willard Field,39.68439865112305,-82.466796875,Bremen,United States,US-OH,,Ohio,43130,1,America/New_York
Parma Community Hospital Heliport,41.38119888305664,-81.73179626464844,Parma,United States,US-OH,,Ohio,44129,1,America/New_York
Lewis North Airport,36.33919906616211,-94.92040252685548,Jay,United States,US-OK,,Oklahoma,,1,America/New_York
Cinder Butte Heliport,44.32170104980469,-121.19300079345705,Redmond,United States,US-OR,,Oregon,97756,1,America/New_York
Shreveport North Airport,40.03620147705078,-76.99549865722656,Wellsville,United States,US-PA,Washington Township,Pennsylvania,17019,1,America/New_York
Hawken Air One Airport,30.318300247192386,-97.3022003173828,Elgin,United States,US-TX,,Texas,78621,1,America/New_York
Otto Kaiser Hospital Heliport,28.850299835205078,-97.87889862060548,Kenedy,United States,US-TX,Kenedy,Texas,78119,1,America/New_York
Meadow Lark Aerodrome Ultralight Flightpark,35.734722,-86.166389,Woodbury,United States,US-TN,,Tennessee,37018,1,America/New_York
Gateway Helistop,29.9335994720459,-95.33350372314452,Houston,United States,US-TX,Houston,Texas,73032,1,America/New_York
Barge Ranch Airport,31.091800689697266,-97.46029663085938,Belton,United States,US-TX,Belton,Texas,,1,America/New_York
Grasso Salvage Airport,36.669898986816406,-76.72859954833984,Holland,United States,US-VA,Suffolk,Virginia,23437,1,America/New_York
Lakewood Heliport,48.15380096435547,-122.23400115966795,Arlington,United States,US-WA,,Washington,16518,1,America/New_York
Lakeview Medical Center Heliport,45.514592,-91.735386,Rice Lake,United States,US-WI,Rice Lake,Wisconsin,54868,1,America/New_York
J F Ranch Airport,32.02239990234375,-98.13369750976562,Clairette,United States,US-TX,,Texas,,1,America/New_York
Lloyd R. Roundtree Seaplane Facility Seaplane Base,56.81129837036133,-132.96000671386722,Petersburg,United States,US-AK,,Alaska,99833,1,America/New_York
Kucera Residence Airport,61.58430099487305,-149.93800354003906,Big Lake,United States,US-AK,,Alaska,,1,America/New_York
Stokes Airport,35.246592,-90.461518,Earle,United States,US-AR,,Arkansas,72331,1,America/New_York
AT&T - Apache Junction Heliport,33.495937,-111.639826,Mesa,United States,US-AZ,Mesa,Arizona,85207-0983,1,America/New_York
Desert Air Sky Ranch Airport,33.48109817504883,-115.8740005493164,North Shore,United States,US-CA,,California,92274,1,America/New_York
G3 Ranch Airport,38.71659851074219,-122.13899993896484,Capay,United States,US-CA,,California,95607,1,America/New_York
Meadowlark Field,37.66130065917969,-121.69400024414062,Livermore,United States,US-CA,,California,,1,America/New_York
